order_id,customer_id,order_date,product_id,quantity,discount_pct,sales,status,payment_method
O000039,C0363,2026-01-22,P010,3,5,6552.15,Delivered,COD
O000040,C0100,2026-05-22,P007,1,0,1399.0,Delivered,Card
O000041,C0342,2025-09-14,P002,2,20,2078.4,Delivered,UPI
O000042,C0320,2026-07-24,P001,3,5,7122.15,Delivered,Card
O000043,C0214,2026-06-11,P007,4,10,5036.4,Shipped,UPI
O000044,C0278,2025-06-11,P005,4,10,12596.4,Shipped,UPI
O000045,C0162,2025-06-12,P001,1,0,2499.0,Delivered,UPI
O000046,C0439,2026-06-08,P004,4,20,5116.8,Delivered,Card
O000047,C0157,2025-09-28,P012,4,5,2276.2,Delivered,UPI
O000048,C0422,2026-05-07,P004,3,5,4557.15,Delivered,UPI
O000049,C0251,2025-07-27,P010,4,0,9196.0,Delivered,UPI
O000050,C0366,2026-06-23,P007,4,5,5316.2,Delivered,Card
O000051,C0097,2026-08-07,P009,3,15,4587.45,Delivered,Card
O000052,C0018,2025-03-01,P002,1,15,1104.15,Shipped,UPI
O000053,C0327,2026-03-06,P012,1,20,479.2,Delivered,Net Banking
O000054,C0449,2025-11-05,P001,2,5,4748.1,Returned,UPI
O000055,C0383,2026-06-04,P002,4,10,4676.4,Shipped,UPI
O000056,C0097,2025-01-27,P007,3,10,3777.3,Delivered,UPI
O000057,C0001,2026-07-16,P010,2,15,3908.3,Delivered,Card
O000058,C0216,2025-07-18,P006,1,10,8099.1,Cancelled,UPI
O000059,C0132,2026-01-22,P004,1,5,1519.05,Shipped,UPI
O000060,C0260,2025-12-15,P001,3,5,7122.15,Delivered,Card
O000061,C0125,2026-06-20,P001,2,5,4748.1,Delivered,Card
O000062,C0082,2026-01-13,P005,2,10,6298.2,Delivered,COD
O000063,C0283,2026-07-12,P001,3,20,5997.6,Returned,COD
O000064,C0171,2026-06-11,P012,3,0,1797.0,Shipped,Net Banking
O000065,C0059,2025-06-02,P007,2,0,2798.0,Cancelled,UPI
O000066,C0032,2025-07-25,P011,1,0,799.0,Shipped,UPI
O000067,C0161,2026-03-31,P001,4,15,8496.6,Delivered,Net Banking
O000068,C0284,2025-09-30,P001,1,5,2374.05,Delivered,Card
O000069,C0106,2025-08-24,P002,3,0,3897.0,Delivered,Card
O000070,C0105,2026-06-05,P011,2,5,1518.1,Delivered,UPI
O000071,C0439,2026-05-16,P012,2,10,1078.2,Delivered,UPI
O000072,C0228,2025-04-27,P010,4,10,8276.4,Cancelled,UPI
O000073,C0188,2026-01-21,P003,2,10,1798.2,Returned,Card
O000074,C0070,2025-12-10,P011,4,5,3036.2,Delivered,UPI
O000075,C0318,2026-08-07,P001,1,5,2374.05,Delivered,Card
O000076,C0464,2026-01-30,P009,1,0,1799.0,Delivered,Card
O000077,C0290,2025-03-05,P010,2,0,4598.0,Delivered,UPI
O000078,C0087,2025-03-13,P008,2,5,3798.1,Delivered,UPI
O000079,C0370,2025-10-01,P005,3,5,9972.15,Delivered,UPI
O000080,C0362,2025-11-16,P011,3,10,2157.3,Cancelled,UPI
O000081,C0472,2025-12-04,P002,2,0,2598.0,Delivered,UPI
O000082,C0056,2026-01-01,P005,2,0,6998.0,Delivered,UPI
O000083,C0113,2026-05-10,P006,1,15,7649.15,Delivered,Card
O000084,C0013,2025-06-15,P001,2,10,4498.2,Delivered,Card
O000085,C0440,2026-06-28,P011,3,10,2157.3,Delivered,UPI
O000086,C0018,2025-01-11,P004,1,15,1359.15,Delivered,Card
O000087,C0182,2025-10-28,P009,4,5,6836.2,Cancelled,COD
O000088,C0461,2025-04-12,P002,3,15,3312.45,Delivered,Card
O000089,C0113,2026-03-01,P005,3,10,9447.3,Delivered,UPI
O000090,C0229,2026-01-27,P001,1,0,2499.0,Delivered,Card
O000091,C0171,2025-08-02,P004,4,5,6076.2,Delivered,Card
O000092,C0295,2025-03-29,P004,3,5,4557.15,Delivered,Net Banking
O000093,C0189,2026-07-07,P006,2,5,17098.1,Shipped,Net Banking
O000094,C0426,2026-02-05,P010,3,5,6552.15,Delivered,UPI
O000095,C0465,2026-08-11,P009,1,5,1709.05,Delivered,Card
O000096,C0079,2025-02-15,P003,1,0,999.0,Delivered,COD
O000097,C0146,2026-04-08,P009,1,0,1799.0,Delivered,COD
O000098,C0407,2025-11-06,P006,3,0,26997.0,Cancelled,Card
O000099,C0182,2025-03-27,P007,4,0,5596.0,Delivered,UPI
O000100,C0499,2025-04-02,P012,2,5,1138.1,Delivered,UPI
O000101,C0286,2025-08-30,P010,1,10,2069.1,Delivered,Card
O000102,C0250,2025-01-02,P002,4,0,5196.0,Cancelled,Card
O000103,C0354,2025-08-13,P011,2,15,1358.3,Delivered,Net Banking
O000104,C0314,2026-08-12,P010,1,15,1954.15,Delivered,COD
O000105,C0196,2025-04-26,P006,2,10,16198.2,Delivered,UPI
O000106,C0323,2025-04-13,P006,2,10,16198.2,Shipped,Card
O000107,C0071,2025-07-13,P002,4,5,4936.2,Delivered,UPI
O000108,C0248,2025-06-15,P002,2,0,2598.0,Delivered,Card
O000109,C0146,2025-03-31,P002,1,20,1039.2,Cancelled,Card
O000110,C0106,2025-05-02,P010,4,0,9196.0,Delivered,UPI
O000111,C0263,2025-05-23,P012,3,20,1437.6,Delivered,UPI
O000112,C0296,2025-04-16,P001,3,10,6747.3,Delivered,UPI
O000113,C0070,2026-03-04,P005,4,5,13296.2,Delivered,UPI
O000114,C0470,2025-11-01,P008,3,5,5697.15,Delivered,COD
O000115,C0193,2025-11-13,P002,2,10,2338.2,Cancelled,UPI
O000116,C0068,2025-01-09,P005,1,0,3499.0,Delivered,UPI
O000117,C0494,2025-03-14,P012,2,5,1138.1,Delivered,UPI
O000118,C0305,2025-12-25,P008,4,10,7196.4,Shipped,COD
O000119,C0052,2025-08-11,P010,1,10,2069.1,Returned,UPI
O000120,C0370,2026-02-20,P005,4,0,13996.0,Delivered,UPI
O000121,C0363,2026-07-07,P002,4,5,4936.2,Delivered,Card
O000122,C0285,2026-01-05,P003,4,15,3396.6,Delivered,UPI
O000123,C0405,2025-09-21,P006,2,10,16198.2,Delivered,UPI
O000124,C0474,2025-11-14,P011,1,10,719.1,Delivered,Card
O000125,C0334,2025-03-25,P011,1,20,639.2,Delivered,UPI
O000126,C0009,2025-11-14,P005,1,5,3324.05,Delivered,COD
O000127,C0251,2025-04-21,P011,2,5,1518.1,Delivered,Card
O000128,C0431,2025-09-08,P004,3,15,4077.45,Delivered,Card
O000129,C0332,2026-01-18,P004,2,15,2718.3,Delivered,UPI
O000130,C0298,2025-01-07,P005,2,5,6648.1,Delivered,COD
O000131,C0435,2026-04-04,P002,4,0,5196.0,Delivered,Card
O000132,C0184,2025-03-25,P009,1,10,1619.1,Delivered,UPI
O000133,C0179,2025-07-27,P002,1,5,1234.05,Delivered,UPI
O000134,C0198,2026-01-25,P010,3,20,5517.6,Delivered,Card
O000135,C0128,2025-11-10,P002,3,0,3897.0,Shipped,COD
O000136,C0020,2025-01-22,P010,4,5,8736.2,Delivered,Net Banking
O000137,C0472,2026-02-14,P009,1,0,1799.0,Delivered,Card
O000138,C0411,2026-05-30,P003,3,10,2697.3,Delivered,Card
O000139,C0422,2025-05-07,P010,3,15,5862.45,Delivered,UPI
O000140,C0328,2025-01-14,P007,1,10,1259.1,Delivered,Card
O000141,C0065,2025-01-12,P004,2,20,2558.4,Delivered,Net Banking
O000142,C0182,2025-03-28,P006,3,0,26997.0,Delivered,Card
O000143,C0241,2026-06-08,P004,1,0,1599.0,Delivered,UPI
O000144,C0369,2026-06-21,P010,3,15,5862.45,Returned,UPI
O000145,C0024,2025-10-28,P007,4,15,4756.6,Delivered,UPI
O000146,C0384,2025-08-31,P001,3,15,6372.45,Delivered,Card
O000147,C0431,2025-05-02,P003,1,15,849.15,Delivered,Net Banking
O000148,C0455,2025-05-27,P003,3,5,2847.15,Returned,UPI
O000149,C0083,2026-07-21,P001,4,0,9996.0,Returned,UPI
O000150,C0470,2025-12-22,P006,4,20,28796.8,Delivered,Card
O000151,C0319,2025-11-05,P011,3,5,2277.15,Delivered,COD
O000152,C0185,2025-10-15,P009,3,5,5127.15,Delivered,UPI
O000153,C0439,2025-11-03,P008,4,10,7196.4,Delivered,UPI
O000154,C0316,2026-07-03,P011,4,5,3036.2,Delivered,UPI
O000155,C0099,2025-12-18,P007,2,15,2378.3,Delivered,Card
O000156,C0062,2025-11-08,P010,2,0,4598.0,Cancelled,COD
O000157,C0286,2025-02-28,P008,4,15,6796.6,Delivered,UPI
O000158,C0477,2025-02-04,P006,3,10,24297.3,Shipped,Card
O000159,C0022,2026-03-21,P009,1,10,1619.1,Delivered,Card
O000160,C0459,2025-04-03,P003,3,5,2847.15,Delivered,Card
O000161,C0212,2025-07-26,P010,3,5,6552.15,Delivered,UPI
O000162,C0126,2025-12-19,P010,2,5,4368.1,Delivered,Net Banking
O000163,C0413,2025-11-28,P009,2,5,3418.1,Delivered,Card
O000164,C0499,2025-06-08,P004,2,10,2878.2,Delivered,Card
O000165,C0425,2025-01-24,P007,4,5,5316.2,Shipped,Card
O000166,C0042,2026-02-08,P009,4,0,7196.0,Delivered,Net Banking
O000167,C0098,2026-05-31,P002,3,0,3897.0,Delivered,Card
O000168,C0449,2025-12-30,P002,3,10,3507.3,Delivered,Card
O000169,C0031,2026-01-17,P009,1,0,1799.0,Shipped,UPI
O000170,C0158,2026-06-16,P012,3,15,1527.45,Delivered,UPI
O000171,C0112,2025-06-01,P003,3,10,2697.3,Delivered,UPI
O000172,C0402,2026-07-16,P009,2,15,3058.3,Delivered,Net Banking
O000173,C0247,2026-02-24,P005,2,15,5948.3,Delivered,COD
O000174,C0122,2025-09-07,P006,2,0,17998.0,Shipped,UPI
O000175,C0273,2025-04-27,P002,2,15,2208.3,Delivered,UPI
O000176,C0294,2026-05-27,P008,2,10,3598.2,Delivered,UPI
O000177,C0398,2026-08-01,P011,1,15,679.15,Delivered,COD
O000178,C0471,2025-12-01,P009,1,15,1529.15,Delivered,UPI
O000179,C0473,2026-02-22,P002,1,0,1299.0,Delivered,Card
O000180,C0207,2025-10-22,P006,2,5,17098.1,Delivered,COD
O000181,C0110,2026-01-06,P006,4,10,32396.4,Delivered,UPI
O000182,C0440,2025-07-05,P008,2,10,3598.2,Delivered,COD
O000183,C0278,2025-09-03,P010,2,5,4368.1,Delivered,Card
O000184,C0451,2025-09-25,P012,1,5,569.05,Delivered,Card
O000185,C0056,2025-08-25,P005,2,5,6648.1,Delivered,Card
O000186,C0375,2026-06-14,P009,1,10,1619.1,Delivered,UPI
O000187,C0403,2026-07-06,P001,2,20,3998.4,Shipped,Net Banking
O000188,C0057,2025-01-21,P009,3,15,4587.45,Delivered,Card
O000189,C0428,2026-06-04,P010,4,5,8736.2,Delivered,UPI
O000190,C0482,2025-04-10,P007,4,0,5596.0,Delivered,UPI
O000191,C0291,2026-04-23,P004,1,0,1599.0,Returned,UPI
O000192,C0114,2025-10-25,P003,3,5,2847.15,Shipped,Card
O000193,C0381,2026-06-10,P010,4,15,7816.6,Delivered,UPI
O000194,C0385,2025-11-30,P011,1,5,759.05,Delivered,COD
O000195,C0308,2025-01-02,P006,2,10,16198.2,Delivered,UPI
O000196,C0341,2026-01-10,P012,2,15,1018.3,Delivered,UPI
O000197,C0477,2025-10-20,P001,3,20,5997.6,Delivered,COD
O000198,C0198,2026-07-07,P003,4,0,3996.0,Delivered,Card
O000199,C0421,2025-11-14,P002,2,0,2598.0,Shipped,COD
O000200,C0321,2026-05-17,P011,1,5,759.05,Delivered,Card
O000201,C0179,2026-01-16,P009,2,10,3238.2,Delivered,UPI
O000202,C0385,2025-01-14,P003,2,20,1598.4,Delivered,Card
O000203,C0219,2026-05-19,P002,4,0,5196.0,Delivered,UPI
O000204,C0277,2025-08-19,P004,4,0,6396.0,Cancelled,UPI
O000205,C0437,2025-03-25,P002,1,15,1104.15,Delivered,UPI
O000206,C0016,2025-05-10,P001,3,10,6747.3,Delivered,Card
O000207,C0492,2025-05-25,P006,3,20,21597.6,Delivered,UPI
O000208,C0379,2025-01-28,P010,2,5,4368.1,Delivered,UPI
O000209,C0061,2025-03-07,P008,1,5,1899.05,Delivered,UPI
O000210,C0054,2025-06-12,P010,3,0,6897.0,Returned,UPI
O000211,C0168,2025-08-17,P010,3,0,6897.0,Delivered,UPI
O000212,C0026,2025-09-18,P002,2,10,2338.2,Delivered,UPI
O000213,C0336,2026-03-25,P009,1,5,1709.05,Shipped,UPI
O000214,C0476,2026-02-28,P003,3,0,2997.0,Delivered,UPI
O000215,C0065,2026-04-05,P008,4,15,6796.6,Delivered,UPI
O000216,C0100,2025-10-28,P012,4,0,2396.0,Delivered,COD
O000217,C0074,2025-10-30,P008,2,10,3598.2,Delivered,Card
O000218,C0192,2025-10-14,P003,2,5,1898.1,Returned,Card
O000219,C0171,2026-01-30,P003,2,15,1698.3,Delivered,COD
O000220,C0273,2025-01-10,P012,2,0,1198.0,Delivered,UPI
O000221,C0377,2025-09-27,P006,3,15,22947.45,Delivered,UPI
O000222,C0187,2025-12-27,P001,1,0,2499.0,Delivered,COD
O000223,C0023,2025-09-14,P004,2,5,3038.1,Delivered,Card
O000224,C0391,2025-05-13,P001,2,10,4498.2,Delivered,Net Banking
O000225,C0428,2025-10-03,P003,3,0,2997.0,Shipped,Net Banking
O000226,C0181,2026-05-28,P009,2,5,3418.1,Delivered,UPI
O000227,C0327,2025-11-09,P005,2,15,5948.3,Delivered,Net Banking
O000228,C0108,2026-07-30,P012,1,15,509.15,Delivered,Net Banking
O000229,C0335,2025-10-11,P005,4,0,13996.0,Delivered,UPI
O000230,C0162,2025-05-01,P011,2,0,1598.0,Delivered,Net Banking
O000231,C0302,2025-04-17,P004,3,0,4797.0,Delivered,UPI
O000232,C0493,2025-07-23,P003,1,0,999.0,Delivered,Card
O000233,C0452,2025-06-14,P005,3,20,8397.6,Delivered,UPI
O000234,C0206,2025-11-01,P011,1,10,719.1,Delivered,UPI
O000235,C0078,2026-05-12,P004,1,5,1519.05,Delivered,Card
O000236,C0016,2026-07-10,P008,2,20,3198.4,Delivered,UPI
O000237,C0327,2025-06-05,P004,2,10,2878.2,Cancelled,Card
O000238,C0096,2026-01-02,P011,2,10,1438.2,Delivered,Card
O000239,C0147,2025-09-08,P012,4,5,2276.2,Cancelled,UPI
O000240,C0002,2025-11-30,P008,4,5,7596.2,Delivered,UPI
O000241,C0010,2026-05-26,P006,3,10,24297.3,Cancelled,Card
O000242,C0434,2025-10-20,P012,2,0,1198.0,Delivered,COD
O000243,C0125,2025-01-20,P011,4,5,3036.2,Delivered,Card
O000244,C0081,2025-10-09,P005,2,0,6998.0,Cancelled,Card
O000245,C0485,2025-01-01,P004,4,0,6396.0,Delivered,Card
O000246,C0140,2025-04-29,P004,4,10,5756.4,Delivered,UPI
O000247,C0326,2025-02-04,P012,1,10,539.1,Shipped,Card
O000248,C0150,2025-07-17,P004,2,5,3038.1,Delivered,Net Banking
O000249,C0288,2026-04-30,P011,2,5,1518.1,Delivered,COD
O000250,C0361,2025-02-28,P009,4,10,6476.4,Delivered,Card
O000251,C0340,2025-06-10,P004,2,0,3198.0,Delivered,Card
O000252,C0129,2025-07-25,P012,4,10,2156.4,Delivered,Card
O000253,C0438,2025-01-12,P009,2,15,3058.3,Cancelled,Card
O000254,C0239,2026-05-05,P010,1,0,2299.0,Delivered,Card
O000255,C0058,2025-10-03,P006,2,15,15298.3,Delivered,Card
O000256,C0198,2025-08-30,P010,1,15,1954.15,Delivered,UPI
O000257,C0211,2025-08-04,P007,3,0,4197.0,Shipped,UPI
O000258,C0402,2025-09-08,P012,2,0,1198.0,Delivered,COD
O000259,C0390,2025-05-06,P010,2,20,3678.4,Shipped,UPI
O000260,C0045,2025-08-05,P003,2,0,1998.0,Delivered,Net Banking
O000261,C0097,2025-11-02,P008,1,15,1699.15,Delivered,UPI
O000262,C0279,2025-07-04,P003,2,10,1798.2,Delivered,UPI
O000263,C0023,2025-02-08,P001,2,5,4748.1,Delivered,Card
O000264,C0410,2025-08-11,P010,4,0,9196.0,Delivered,COD
O000265,C0461,2025-07-03,P012,3,5,1707.15,Delivered,Card
O000266,C0391,2026-05-10,P005,1,5,3324.05,Delivered,UPI
O000267,C0335,2026-03-03,P002,4,10,4676.4,Delivered,UPI
O000268,C0044,2025-06-27,P010,1,20,1839.2,Delivered,Card
O000269,C0027,2026-03-04,P006,4,15,30596.6,Delivered,UPI
O000270,C0282,2025-10-21,P010,3,5,6552.15,Delivered,Card
O000271,C0097,2025-05-31,P009,4,15,6116.6,Delivered,Card
O000272,C0463,2026-01-19,P001,1,15,2124.15,Delivered,Card
O000273,C0036,2025-11-04,P004,2,20,2558.4,Cancelled,UPI
O000274,C0109,2025-12-02,P001,2,5,4748.1,Delivered,UPI
O000275,C0055,2026-01-10,P001,3,15,6372.45,Delivered,UPI
O000276,C0192,2025-01-08,P008,1,10,1799.1,Delivered,UPI
O000277,C0219,2025-12-07,P011,1,5,759.05,Delivered,Card
O000278,C0185,2025-05-09,P002,1,20,1039.2,Delivered,COD
O000279,C0069,2025-12-18,P001,3,0,7497.0,Delivered,UPI
O000280,C0317,2025-12-24,P011,2,0,1598.0,Delivered,UPI
O000281,C0130,2026-06-01,P008,4,15,6796.6,Shipped,UPI
O000282,C0055,2026-05-10,P004,3,0,4797.0,Delivered,COD
O000283,C0378,2025-03-27,P003,4,15,3396.6,Delivered,UPI
O000284,C0097,2025-06-24,P012,2,10,1078.2,Delivered,Net Banking
O000285,C0336,2025-07-12,P004,3,0,4797.0,Delivered,UPI
O000286,C0087,2025-11-07,P011,2,5,1518.1,Delivered,UPI
O000287,C0294,2025-04-29,P005,4,15,11896.6,Delivered,UPI
O000288,C0119,2025-08-06,P001,1,10,2249.1,Returned,Card
O000289,C0208,2026-03-03,P011,1,20,639.2,Delivered,Card
O000290,C0334,2026-02-18,P001,4,15,8496.6,Returned,Card
O000291,C0413,2025-04-24,P003,1,5,949.05,Delivered,UPI
O000292,C0154,2025-05-25,P006,4,0,35996.0,Delivered,UPI
O000293,C0035,2026-06-22,P001,3,20,5997.6,Shipped,UPI
O000294,C0079,2025-10-30,P011,3,10,2157.3,Delivered,Card
O000295,C0067,2026-08-11,P012,3,0,1797.0,Delivered,UPI
O000296,C0343,2025-12-11,P002,1,15,1104.15,Shipped,Card
O000297,C0413,2025-01-01,P012,2,15,1018.3,Delivered,UPI
O000298,C0034,2025-05-27,P007,1,10,1259.1,Delivered,UPI
O000299,C0097,2025-10-14,P001,1,5,2374.05,Shipped,Card
O000300,C0169,2025-02-22,P007,2,10,2518.2,Delivered,UPI
O000301,C0169,2025-10-31,P004,2,10,2878.2,Delivered,Card
O000302,C0151,2025-03-10,P010,2,15,3908.3,Delivered,UPI
O000303,C0071,2025-12-27,P006,2,20,14398.4,Delivered,UPI
O000304,C0003,2025-08-08,P008,1,10,1799.1,Delivered,COD
O000305,C0314,2026-07-29,P009,4,15,6116.6,Delivered,UPI
O000306,C0032,2026-08-08,P006,3,20,21597.6,Delivered,Card
O000307,C0287,2025-06-10,P012,4,0,2396.0,Delivered,COD
O000308,C0082,2025-03-30,P011,1,0,799.0,Cancelled,UPI
O000309,C0043,2026-08-08,P009,2,15,3058.3,Delivered,COD
O000310,C0391,2026-08-12,P004,3,0,4797.0,Delivered,UPI
O000311,C0105,2025-06-08,P006,3,0,26997.0,Delivered,Card
O000312,C0001,2026-05-04,P008,4,0,7996.0,Delivered,Card
O000313,C0061,2025-11-20,P009,1,5,1709.05,Cancelled,COD
O000314,C0270,2026-01-16,P003,1,0,999.0,Delivered,Card
O000315,C0180,2025-04-12,P002,1,5,1234.05,Delivered,Card
O000316,C0224,2026-05-09,P006,3,20,21597.6,Delivered,Card
O000317,C0006,2025-01-19,P004,4,10,5756.4,Delivered,UPI
O000318,C0103,2026-03-30,P001,3,10,6747.3,Delivered,Card
O000319,C0010,2026-04-27,P008,3,0,5997.0,Delivered,UPI
O000320,C0071,2026-02-01,P009,2,10,3238.2,Delivered,Card
O000321,C0090,2025-10-06,P009,4,10,6476.4,Shipped,Card
O000322,C0226,2025-12-31,P002,2,10,2338.2,Delivered,COD
O000323,C0158,2025-11-27,P009,1,0,1799.0,Delivered,Card
O000324,C0228,2025-12-10,P007,3,5,3987.15,Shipped,COD
O000325,C0405,2026-03-31,P005,4,15,11896.6,Delivered,UPI
O000326,C0126,2025-03-06,P007,1,10,1259.1,Delivered,UPI
O000327,C0444,2025-03-17,P009,4,10,6476.4,Cancelled,Card
O000328,C0209,2025-05-23,P008,3,10,5397.3,Delivered,Card
O000329,C0097,2026-04-18,P006,4,5,34196.2,Delivered,Card
O000330,C0074,2026-02-21,P004,1,15,1359.15,Delivered,COD
O000331,C0115,2025-11-01,P001,2,0,4998.0,Shipped,UPI
O000332,C0191,2026-05-12,P006,3,10,24297.3,Delivered,Card
O000333,C0495,2025-10-18,P003,2,20,1598.4,Delivered,UPI
O000334,C0170,2025-04-12,P006,3,15,22947.45,Delivered,UPI
O000335,C0307,2025-09-24,P006,1,5,8549.05,Delivered,UPI
O000336,C0448,2025-01-03,P004,3,5,4557.15,Shipped,COD
O000337,C0204,2025-03-26,P002,2,10,2338.2,Delivered,Card
O000338,C0056,2025-11-24,P009,3,15,4587.45,Delivered,UPI
O000339,C0208,2026-03-26,P002,1,10,1169.1,Delivered,Card
O000340,C0041,2026-03-30,P003,3,10,2697.3,Delivered,UPI
O000341,C0032,2025-08-09,P010,2,0,4598.0,Returned,COD
O000342,C0015,2025-06-03,P001,1,10,2249.1,Delivered,Card
O000343,C0062,2025-01-12,P007,2,10,2518.2,Delivered,UPI
O000344,C0155,2025-05-13,P001,3,20,5997.6,Delivered,Net Banking
O000345,C0284,2025-10-31,P011,4,5,3036.2,Delivered,UPI
O000346,C0209,2025-10-20,P009,2,15,3058.3,Delivered,Card
O000347,C0320,2025-10-27,P011,3,5,2277.15,Delivered,Card
O000348,C0494,2025-02-12,P011,4,10,2876.4,Shipped,UPI
O000349,C0187,2025-12-09,P001,4,15,8496.6,Delivered,Card
O000350,C0498,2025-11-22,P005,1,0,3499.0,Delivered,UPI
O000351,C0442,2026-05-13,P007,4,5,5316.2,Delivered,COD
O000352,C0130,2025-12-30,P003,2,15,1698.3,Cancelled,UPI
O000353,C0127,2026-03-03,P009,2,10,3238.2,Delivered,UPI
O000354,C0292,2025-01-21,P008,4,0,7996.0,Delivered,Card
O000355,C0114,2026-02-11,P003,3,5,2847.15,Delivered,UPI
O000356,C0199,2025-12-02,P005,2,10,6298.2,Delivered,Card
O000357,C0013,2025-04-27,P007,2,20,2238.4,Shipped,COD
O000358,C0271,2025-05-04,P012,1,0,599.0,Delivered,Card
O000359,C0089,2026-02-03,P004,3,15,4077.45,Shipped,UPI
O000360,C0215,2025-02-20,P005,4,0,13996.0,Shipped,Card
O000361,C0444,2025-11-20,P003,3,0,2997.0,Delivered,Net Banking
O000362,C0278,2025-05-21,P009,1,0,1799.0,Delivered,UPI
O000363,C0447,2026-04-15,P010,1,15,1954.15,Delivered,Card
O000364,C0474,2025-11-30,P009,3,0,5397.0,Delivered,UPI
O000365,C0481,2026-01-08,P007,1,15,1189.15,Shipped,COD
O000366,C0203,2026-07-18,P010,1,5,2184.05,Delivered,Card
O000367,C0074,2026-05-09,P002,1,20,1039.2,Delivered,COD
O000368,C0025,2026-06-23,P007,3,15,3567.45,Delivered,Net Banking
O000369,C0101,2025-06-05,P007,1,10,1259.1,Shipped,UPI
O000370,C0176,2025-10-18,P011,4,15,2716.6,Delivered,UPI
O000371,C0427,2025-05-24,P005,4,10,12596.4,Delivered,UPI
O000372,C0117,2025-04-16,P009,2,15,3058.3,Delivered,UPI
O000373,C0166,2026-02-24,P012,4,5,2276.2,Delivered,Card
O000374,C0041,2025-01-02,P011,2,0,1598.0,Delivered,COD
O000375,C0429,2026-08-12,P003,3,10,2697.3,Delivered,UPI
O000376,C0344,2025-03-31,P004,1,5,1519.05,Delivered,Card
O000377,C0424,2025-12-11,P001,4,5,9496.2,Delivered,COD
O000378,C0366,2025-12-16,P006,2,10,16198.2,Delivered,UPI
O000379,C0120,2026-04-04,P004,3,5,4557.15,Delivered,UPI
O000380,C0097,2025-09-20,P001,2,10,4498.2,Delivered,Card
O000381,C0145,2025-12-17,P002,1,0,1299.0,Delivered,Card
O000382,C0216,2025-04-18,P003,4,20,3196.8,Delivered,Net Banking
O000383,C0229,2026-08-09,P009,3,20,4317.6,Delivered,UPI
O000384,C0313,2025-02-08,P008,2,20,3198.4,Delivered,COD
O000385,C0130,2025-06-08,P007,3,5,3987.15,Delivered,Card
O000386,C0352,2026-08-06,P011,2,10,1438.2,Delivered,UPI
O000387,C0377,2025-11-08,P012,2,20,958.4,Delivered,UPI
O000388,C0318,2025-08-29,P004,1,20,1279.2,Delivered,UPI
O000389,C0472,2026-03-21,P001,1,15,2124.15,Delivered,UPI
O000390,C0137,2025-10-25,P008,2,5,3798.1,Delivered,UPI
