customer_id,customer_name,city,signup_date,segment
C0403,Customer 0403,Chennai,2025-04-29,Regular
C0404,Customer 0404,Pune,2024-01-28,Regular
C0405,Customer 0405,Noida,2025-12-14,Regular
C0406,Customer 0406,Chennai,2024-02-08,Premium
C0407,Customer 0407,Bengaluru,2024-09-29,Regular
C0408,Customer 0408,Ahmedabad,2024-08-18,Regular
C0409,Customer 0409,Bengaluru,2024-03-26,New
C0410,Customer 0410,Pune,2025-04-18,New
C0411,Customer 0411,Noida,2024-05-05,New
C0412,Customer 0412,Jaipur,2026-03-22,New
C0413,Customer 0413,Pune,2025-06-20,Regular
C0414,Customer 0414,Delhi,2024-05-24,Regular
C0415,Customer 0415,Hyderabad,2025-06-08,Premium
C0416,Customer 0416,Pune,2024-07-30,Premium
C0417,Customer 0417,Ahmedabad,2024-01-25,Regular
C0418,Customer 0418,Ahmedabad,2025-08-02,Premium
C0419,Customer 0419,Pune,2025-01-28,Regular
C0420,Customer 0420,Chennai,2024-03-07,Regular
C0421,Customer 0421,Hyderabad,2024-08-20,Regular
C0422,Customer 0422,Delhi,2024-04-18,Regular
C0423,Customer 0423,Pune,2024-05-25,Regular
C0424,Customer 0424,Chennai,2024-04-20,Regular
C0425,Customer 0425,Ahmedabad,2024-08-15,New
C0426,Customer 0426,Ahmedabad,2024-04-20,Regular
C0427,Customer 0427,Noida,2025-04-14,Regular
C0428,Customer 0428,Pune,2024-02-03,New
C0429,Customer 0429,Hyderabad,2025-09-14,New
C0430,Customer 0430,Mumbai,2026-02-14,New
C0431,Customer 0431,Hyderabad,2025-01-03,Premium
C0432,Customer 0432,Ahmedabad,2026-01-17,Premium
C0433,Customer 0433,Ahmedabad,2025-08-17,Regular
C0434,Customer 0434,Bengaluru,2025-07-07,Regular
C0435,Customer 0435,Ahmedabad,2025-02-28,Regular
C0436,Customer 0436,Delhi,2025-09-04,Regular
C0437,Customer 0437,Kolkata,2025-06-01,Regular
C0438,Customer 0438,Pune,2025-11-22,Premium
C0439,Customer 0439,Hyderabad,2024-10-08,Regular
C0440,Customer 0440,Kolkata,2024-11-15,Regular
C0441,Customer 0441,Chennai,2026-01-07,Regular
C0442,Customer 0442,Mumbai,2025-03-18,Premium
C0443,Customer 0443,Delhi,2024-11-10,Regular
C0444,Customer 0444,Hyderabad,2026-01-10,New
C0445,Customer 0445,Kolkata,2025-01-11,Regular
C0446,Customer 0446,Mumbai,2024-10-15,Regular
C0447,Customer 0447,Bengaluru,2025-03-12,Regular
C0448,Customer 0448,Delhi,2025-10-23,New
C0449,Customer 0449,Delhi,2024-10-03,Regular
C0450,Customer 0450,Bengaluru,2025-12-10,Premium
C0451,Customer 0451,Pune,2025-08-04,Regular
C0452,Customer 0452,Bengaluru,2025-05-17,Regular
C0453,Customer 0453,Delhi,2025-09-15,New
C0454,Customer 0454,Delhi,2025-05-30,Premium
C0455,Customer 0455,Kolkata,2024-12-15,Premium
C0456,Customer 0456,Ahmedabad,2026-04-22,New
C0457,Customer 0457,Mumbai,2025-03-21,New
C0458,Customer 0458,Bengaluru,2026-04-09,Premium
C0459,Customer 0459,Mumbai,2024-12-15,New
C0460,Customer 0460,Bengaluru,2025-08-29,Premium
C0461,Customer 0461,Chennai,2025-10-25,Premium
C0462,Customer 0462,Delhi,2026-04-02,Regular
C0463,Customer 0463,Ahmedabad,2024-05-16,Premium
C0464,Customer 0464,Kolkata,2026-01-28,Regular
C0465,Customer 0465,Ahmedabad,2024-08-30,New
C0466,Customer 0466,Ahmedabad,2025-06-26,New
C0467,Customer 0467,Ahmedabad,2024-02-09,Regular
C0468,Customer 0468,Mumbai,2024-08-16,New
C0469,Customer 0469,Bengaluru,2025-07-01,Regular
C0470,Customer 0470,Jaipur,2024-08-10,Regular
C0471,Customer 0471,Chennai,2024-01-06,Premium
C0472,Customer 0472,Hyderabad,2024-11-17,Regular
C0473,Customer 0473,Ahmedabad,2025-04-12,Premium
C0474,Customer 0474,Pune,2026-01-01,New
C0475,Customer 0475,Mumbai,2024-03-15,Regular
C0476,Customer 0476,Kolkata,2024-01-04,Regular
C0477,Customer 0477,Hyderabad,2026-04-26,Regular
C0478,Customer 0478,Jaipur,2025-10-07,Regular
C0479,Customer 0479,Pune,2024-04-27,New
C0480,Customer 0480,Jaipur,2025-08-28,Premium
C0481,Customer 0481,Hyderabad,2025-05-18,Regular
C0482,Customer 0482,Ahmedabad,2025-07-27,Premium
C0483,Customer 0483,Pune,2025-03-16,Regular
C0484,Customer 0484,Jaipur,2024-07-12,Premium
C0485,Customer 0485,Kolkata,2026-04-26,Regular
C0486,Customer 0486,Bengaluru,2025-12-15,Premium
C0487,Customer 0487,Delhi,2025-01-26,Regular
C0488,Customer 0488,Bengaluru,2024-01-26,New
C0489,Customer 0489,Hyderabad,2025-03-10,Regular
C0490,Customer 0490,Mumbai,2024-06-21,Premium
C0491,Customer 0491,Delhi,2024-10-26,New
C0492,Customer 0492,Chennai,2025-10-06,Regular
C0493,Customer 0493,Kolkata,2024-11-21,New
C0494,Customer 0494,Chennai,2025-02-13,Premium
C0495,Customer 0495,Pune,2024-04-27,Regular
C0496,Customer 0496,Delhi,2026-04-15,Regular
C0497,Customer 0497,Chennai,2026-02-25,Premium
C0498,Customer 0498,Chennai,2025-12-24,Regular
C0499,Customer 0499,Jaipur,2024-08-12,Regular
C0500,Customer 0500,Bengaluru,2025-06-15,Regular
