customer_id,customer_name,city,signup_date,segment,sales,orders,support_tickets
C0039,Customer 0039,Mumbai,2024-02-11,Premium,80060.5,14,1.0
C0040,Customer 0040,Hyderabad,2024-07-04,Premium,50512.95,6,1.0
C0041,Customer 0041,Jaipur,2025-02-01,Regular,7938.5,4,2.0
C0042,Customer 0042,Mumbai,2024-08-10,Regular,95584.1,14,1.0
C0043,Customer 0043,Ahmedabad,2025-09-25,New,20707.05,6,1.0
C0044,Customer 0044,Jaipur,2024-05-12,Regular,78561.0,11,3.0
C0045,Customer 0045,Ahmedabad,2024-06-11,Premium,55103.9,8,2.0
C0046,Customer 0046,Pune,2024-08-02,Regular,66250.54999999999,10,4.0
C0047,Customer 0047,Mumbai,2026-01-02,Regular,75570.45,8,3.0
C0048,Customer 0048,Hyderabad,2024-08-22,Regular,50704.9,7,2.0
C0049,Customer 0049,Chennai,2026-04-22,Regular,93330.75,13,1.0
C0050,Customer 0050,Kolkata,2025-10-19,Premium,24744.4,3,2.0
C0051,Customer 0051,Bengaluru,2026-01-20,Regular,51409.149999999994,9,2.0
C0052,Customer 0052,Delhi,2025-08-10,Regular,44491.85,8,4.0
C0053,Customer 0053,Hyderabad,2024-01-09,New,70385.04999999999,9,3.0
C0054,Customer 0054,Mumbai,2024-03-14,Regular,12814.1,3,1.0
C0055,Customer 0055,Kolkata,2025-05-06,Regular,29173.65,8,0.0
C0056,Customer 0056,Hyderabad,2024-09-09,New,82366.7,10,3.0
C0057,Customer 0057,Mumbai,2024-08-17,Premium,61031.0,11,0.0
C0058,Customer 0058,Noida,2025-06-02,Regular,101473.35,11,1.0
C0059,Customer 0059,Noida,2024-06-22,New,23145.5,5,0.0
C0060,Customer 0060,Ahmedabad,2025-10-14,Premium,6836.2,1,1.0
C0061,Customer 0061,Hyderabad,2024-06-16,Regular,19919.6,6,1.0
C0062,Customer 0062,Noida,2024-06-18,Regular,48552.0,11,1.0
C0063,Customer 0063,Mumbai,2025-01-27,Premium,44097.35,6,4.0
C0064,Customer 0064,Ahmedabad,2026-03-05,Premium,50556.95,6,0.0
C0065,Customer 0065,Mumbai,2025-09-25,Regular,43143.4,7,0.0
C0066,Customer 0066,Ahmedabad,2024-07-12,New,41137.7,9,2.0
C0067,Customer 0067,Hyderabad,2025-05-31,Premium,29491.949999999997,7,4.0
C0068,Customer 0068,Kolkata,2024-01-29,Regular,37641.65,8,3.0
C0069,Customer 0069,Chennai,2024-06-13,Regular,65100.1,15,2.0
C0070,Customer 0070,Jaipur,2025-02-25,Regular,71676.25,7,1.0
C0071,Customer 0071,Kolkata,2024-12-04,Premium,42170.1,11,2.0
C0072,Customer 0072,Pune,2025-10-09,Regular,21900.65,6,1.0
C0073,Customer 0073,Mumbai,2025-05-10,Regular,33369.35,7,2.0
C0074,Customer 0074,Pune,2024-12-30,Premium,37134.4,10,0.0
C0075,Customer 0075,Kolkata,2026-04-12,New,25502.949999999997,7,1.0
C0076,Customer 0076,Ahmedabad,2024-12-07,Regular,46181.25,7,2.0
C0077,Customer 0077,Jaipur,2025-05-14,New,57122.75,8,1.0
C0078,Customer 0078,Jaipur,2025-10-18,Regular,28142.25,8,0.0
C0079,Customer 0079,Delhi,2025-05-25,New,97942.8,12,2.0
C0080,Customer 0080,Jaipur,2024-11-22,Regular,30658.0,7,4.0
C0081,Customer 0081,Chennai,2024-08-04,Regular,26789.2,5,1.0
C0082,Customer 0082,Jaipur,2024-10-27,Premium,70158.1,14,5.0
C0083,Customer 0083,Kolkata,2024-05-11,Regular,23876.7,7,1.0
C0084,Customer 0084,Delhi,2026-03-14,Regular,75687.2,11,1.0
C0085,Customer 0085,Kolkata,2024-03-10,Premium,44097.799999999996,9,0.0
C0086,Customer 0086,Kolkata,2024-09-08,Premium,23940.45,7,5.0
C0087,Customer 0087,Bengaluru,2025-02-18,Premium,36072.2,10,2.0
C0088,Customer 0088,Delhi,2026-02-25,Premium,24961.5,7,1.0
C0089,Customer 0089,Kolkata,2025-03-20,Regular,32119.149999999998,7,1.0
C0090,Customer 0090,Bengaluru,2024-06-30,Regular,73674.7,12,1.0
C0091,Customer 0091,Bengaluru,2024-06-15,Regular,32830.0,7,2.0
C0092,Customer 0092,Delhi,2024-03-31,Regular,38445.7,12,0.0
C0093,Customer 0093,Pune,2025-12-14,New,40543.85,11,1.0
C0094,Customer 0094,Ahmedabad,2025-06-14,Regular,21615.2,8,3.0
C0095,Customer 0095,Chennai,2024-02-08,Regular,2306.15,2,1.0
C0096,Customer 0096,Ahmedabad,2024-05-05,Regular,69107.59999999999,4,1.0
C0097,Customer 0097,Jaipur,2025-03-26,New,82636.04999999999,12,2.0
C0098,Customer 0098,Chennai,2024-06-21,Regular,29379.949999999997,8,1.0
C0099,Customer 0099,Jaipur,2025-10-14,Regular,60619.25,9,3.0
C0100,Customer 0100,Kolkata,2026-01-23,Regular,67362.5,11,2.0
C0101,Customer 0101,Mumbai,2024-08-07,Regular,60318.3,10,3.0
C0102,Customer 0102,Delhi,2025-09-29,Regular,7373.4,4,2.0
C0103,Customer 0103,Chennai,2024-02-27,New,115046.7,14,2.0
C0104,Customer 0104,Chennai,2025-10-21,New,39860.950000000004,8,1.0
C0105,Customer 0105,Kolkata,2025-04-20,Regular,94371.05,12,5.0
C0106,Customer 0106,Pune,2025-03-31,Premium,95101.2,14,3.0
C0107,Customer 0107,Bengaluru,2026-04-08,New,28842.8,7,2.0
C0108,Customer 0108,Kolkata,2024-12-26,Premium,28323.35,11,5.0
C0109,Customer 0109,Noida,2024-01-01,Regular,62409.9,8,2.0
C0110,Customer 0110,Bengaluru,2025-01-21,Regular,44408.450000000004,5,1.0
C0111,Customer 0111,Delhi,2024-12-13,Regular,17006.65,3,3.0
C0112,Customer 0112,Bengaluru,2024-07-08,Regular,21423.45,6,0.0
C0113,Customer 0113,Pune,2025-05-19,Premium,38550.2,8,1.0
C0114,Customer 0114,Bengaluru,2024-07-09,New,41965.15,12,2.0
C0115,Customer 0115,Delhi,2025-05-22,New,40500.049999999996,8,3.0
C0116,Customer 0116,Pune,2025-01-03,Regular,38244.9,8,2.0
C0117,Customer 0117,Ahmedabad,2025-02-12,Regular,36546.4,8,1.0
C0118,Customer 0118,Chennai,2026-04-03,New,36710.15,9,4.0
C0119,Customer 0119,Chennai,2024-04-26,New,8340.5,6,7.0
C0120,Customer 0120,Jaipur,2024-05-13,Regular,44899.75,8,1.0
C0121,Customer 0121,Ahmedabad,2024-02-27,New,35335.05,10,1.0
C0122,Customer 0122,Ahmedabad,2025-07-09,New,116343.2,7,3.0
C0123,Customer 0123,Bengaluru,2025-11-15,Regular,77765.55,10,2.0
C0124,Customer 0124,Chennai,2025-11-02,Regular,7762.749999999999,4,3.0
C0125,Customer 0125,Delhi,2024-06-21,Regular,29699.85,9,4.0
C0126,Customer 0126,Hyderabad,2026-04-08,Regular,17245.65,6,1.0
C0127,Customer 0127,Hyderabad,2026-03-25,Regular,52048.7,10,3.0
C0128,Customer 0128,Pune,2024-05-28,Premium,40758.1,10,2.0
C0129,Customer 0129,Chennai,2024-03-20,Regular,74671.7,10,2.0
C0130,Customer 0130,Chennai,2024-07-31,Regular,58186.1,14,2.0
C0131,Customer 0131,Hyderabad,2024-07-21,Regular,8365.349999999999,5,3.0
C0132,Customer 0132,Chennai,2026-02-02,Regular,37600.0,9,1.0
C0133,Customer 0133,Bengaluru,2024-08-16,New,37081.55,7,0.0
C0134,Customer 0134,Noida,2025-11-06,Regular,21427.95,7,0.0
C0135,Customer 0135,Mumbai,2024-08-14,Regular,61988.35,8,1.0
C0136,Customer 0136,Ahmedabad,2025-10-20,Premium,19966.7,4,0.0
C0137,Customer 0137,Jaipur,2025-06-15,Regular,36632.45,8,3.0
C0138,Customer 0138,Pune,2025-03-16,Regular,20685.75,5,0.0
C0139,Customer 0139,Noida,2025-02-05,Regular,53903.35,8,0.0
C0140,Customer 0140,Hyderabad,2024-02-16,Regular,51136.25,9,1.0
C0141,Customer 0141,Ahmedabad,2024-08-20,Regular,36240.9,11,1.0
C0142,Customer 0142,Chennai,2024-10-31,Regular,1138.1,1,1.0
C0143,Customer 0143,Jaipur,2025-06-09,Regular,38048.95,7,4.0
C0144,Customer 0144,Chennai,2024-05-22,New,26751.649999999998,8,0.0
C0145,Customer 0145,Delhi,2025-02-18,Regular,58570.75,11,2.0
C0146,Customer 0146,Delhi,2025-05-27,Regular,52531.899999999994,13,1.0
C0147,Customer 0147,Jaipur,2025-01-07,Premium,19985.2,4,1.0
C0148,Customer 0148,Jaipur,2025-07-19,Regular,22080.15,6,2.0
C0149,Customer 0149,Hyderabad,2024-09-15,Premium,41689.45,11,1.0
C0150,Customer 0150,Jaipur,2025-10-17,Regular,52969.95,7,2.0
C0151,Customer 0151,Bengaluru,2025-04-15,New,57005.3,9,0.0
C0152,Customer 0152,Chennai,2024-01-12,Regular,63935.45,9,0.0
C0153,Customer 0153,Noida,2024-11-25,Regular,35263.05,8,1.0
C0154,Customer 0154,Kolkata,2026-01-05,Regular,68429.3,11,2.0
C0155,Customer 0155,Jaipur,2026-02-22,New,63844.4,8,1.0
C0156,Customer 0156,Pune,2024-12-23,Regular,41370.950000000004,9,0.0
C0157,Customer 0157,Delhi,2025-02-11,Regular,26094.5,5,1.0
C0158,Customer 0158,Bengaluru,2025-10-29,Regular,23724.05,9,2.0
C0159,Customer 0159,Ahmedabad,2025-01-07,Premium,30500.5,6,0.0
C0160,Customer 0160,Kolkata,2024-01-08,Regular,3737.4500000000003,2,0.0
C0161,Customer 0161,Noida,2024-05-01,New,63441.0,12,1.0
C0162,Customer 0162,Kolkata,2024-12-13,Regular,42009.649999999994,9,0.0
C0163,Customer 0163,Jaipur,2025-11-06,Regular,36346.1,6,3.0
C0164,Customer 0164,Hyderabad,2024-03-30,Regular,45323.25,9,0.0
C0165,Customer 0165,Delhi,2025-10-09,Regular,64323.049999999996,8,2.0
C0166,Customer 0166,Delhi,2025-11-28,Regular,44823.45,12,2.0
C0167,Customer 0167,Ahmedabad,2024-11-11,Regular,97703.79999999999,8,1.0
C0168,Customer 0168,Hyderabad,2024-06-26,Premium,26992.850000000002,7,1.0
C0169,Customer 0169,Chennai,2025-06-23,Regular,32249.2,9,3.0
C0170,Customer 0170,Mumbai,2026-01-01,Regular,69466.3,8,1.0
C0171,Customer 0171,Bengaluru,2024-02-10,Regular,44053.9,10,4.0
C0172,Customer 0172,Delhi,2026-01-09,Regular,54209.5,6,2.0
C0173,Customer 0173,Pune,2025-12-04,Regular,7012.799999999999,3,3.0
C0174,Customer 0174,Delhi,2025-05-16,Regular,42188.5,5,1.0
C0175,Customer 0175,Kolkata,2024-05-24,Regular,52442.8,5,2.0
C0176,Customer 0176,Delhi,2024-07-19,New,55786.55,11,1.0
C0177,Customer 0177,Delhi,2025-12-24,New,43023.85,10,3.0
C0178,Customer 0178,Mumbai,2025-04-05,Regular,25434.9,7,1.0
C0179,Customer 0179,Mumbai,2026-01-01,Regular,67878.7,8,3.0
C0180,Customer 0180,Noida,2026-01-21,Premium,51353.65,9,0.0
C0181,Customer 0181,Chennai,2025-07-11,Regular,58225.6,14,3.0
C0182,Customer 0182,Pune,2025-06-30,Regular,70995.95,12,3.0
C0183,Customer 0183,Delhi,2024-09-09,Regular,19450.699999999997,4,2.0
C0184,Customer 0184,Delhi,2025-01-24,Premium,21645.3,6,1.0
C0185,Customer 0185,Bengaluru,2025-08-16,Premium,41901.65,10,3.0
C0186,Customer 0186,Mumbai,2024-09-12,Regular,67529.65000000001,12,3.0
C0187,Customer 0187,Pune,2025-12-09,Regular,52713.35,8,2.0
C0188,Customer 0188,Ahmedabad,2026-03-25,Regular,51859.45,13,5.0
C0189,Customer 0189,Noida,2025-03-25,Premium,98995.04999999999,10,5.0
C0190,Customer 0190,Chennai,2024-01-10,Regular,15968.25,5,2.0
C0191,Customer 0191,Hyderabad,2026-04-03,Regular,50558.25,8,3.0
C0192,Customer 0192,Chennai,2026-03-08,Premium,34739.9,9,3.0
C0193,Customer 0193,Kolkata,2024-08-29,Regular,52627.2,7,1.0
C0194,Customer 0194,Delhi,2024-09-07,Premium,29815.1,8,3.0
C0195,Customer 0195,Noida,2024-01-05,Regular,19128.4,4,2.0
C0196,Customer 0196,Kolkata,2024-04-28,Regular,46260.45,9,3.0
C0197,Customer 0197,Pune,2026-03-11,Regular,26199.8,7,1.0
C0198,Customer 0198,Hyderabad,2025-01-08,Premium,63912.0,11,1.0
C0199,Customer 0199,Mumbai,2024-03-05,New,30148.399999999998,8,1.0
C0200,Customer 0200,Noida,2024-05-25,New,54116.2,10,4.0
C0201,Customer 0201,Noida,2024-08-11,Regular,65235.0,8,0.0
C0202,Customer 0202,Delhi,2024-08-26,Premium,18545.550000000003,6,1.0
C0203,Customer 0203,Jaipur,2024-06-25,Regular,32477.45,9,3.0
C0204,Customer 0204,Noida,2026-02-17,Regular,86771.9,15,0.0
C0205,Customer 0205,Bengaluru,2024-10-08,New,67135.8,9,3.0
C0206,Customer 0206,Hyderabad,2024-03-03,Regular,29796.9,8,1.0
C0207,Customer 0207,Hyderabad,2024-08-04,Regular,33318.25,5,2.0
C0208,Customer 0208,Bengaluru,2026-04-06,Regular,42169.95,10,0.0
C0209,Customer 0209,Ahmedabad,2026-03-05,Regular,17475.15,5,1.0
C0210,Customer 0210,Bengaluru,2025-11-19,Regular,59550.85,9,0.0
C0211,Customer 0211,Bengaluru,2025-04-05,Regular,69673.05,11,2.0
C0212,Customer 0212,Hyderabad,2025-09-01,Regular,48287.149999999994,7,2.0
C0213,Customer 0213,Chennai,2024-04-14,New,46671.4,7,0.0
C0214,Customer 0214,Hyderabad,2024-04-08,Premium,40955.85,12,2.0
C0215,Customer 0215,Jaipur,2025-05-25,Regular,45445.5,9,5.0
C0216,Customer 0216,Delhi,2025-01-19,Regular,92430.25,16,1.0
C0217,Customer 0217,Kolkata,2025-02-08,Regular,41446.1,5,7.0
C0218,Customer 0218,Chennai,2026-04-02,Regular,33429.4,10,1.0
C0219,Customer 0219,Mumbai,2025-06-01,Regular,36084.0,8,1.0
C0220,Customer 0220,Kolkata,2025-04-20,Premium,64645.450000000004,10,1.0
C0221,Customer 0221,Delhi,2025-12-09,Regular,59780.1,7,3.0
C0222,Customer 0222,Jaipur,2025-10-06,Regular,15604.65,4,1.0
C0223,Customer 0223,Jaipur,2026-02-09,Regular,18866.15,5,4.0
C0224,Customer 0224,Mumbai,2025-03-12,Regular,35164.95,5,0.0
C0225,Customer 0225,Chennai,2024-01-23,New,49807.6,7,2.0
C0226,Customer 0226,Ahmedabad,2025-07-18,Premium,44391.35,14,2.0
C0227,Customer 0227,Bengaluru,2025-11-07,Regular,24274.4,7,1.0
C0228,Customer 0228,Chennai,2025-12-14,New,30926.55,8,3.0
C0229,Customer 0229,Ahmedabad,2025-04-02,Regular,62523.6,11,4.0
C0230,Customer 0230,Jaipur,2024-03-23,New,50601.549999999996,6,3.0
C0231,Customer 0231,Hyderabad,2024-05-24,Premium,29393.95,10,3.0
C0232,Customer 0232,Delhi,2024-03-25,Regular,51819.15,10,2.0
C0233,Customer 0233,Mumbai,2024-03-18,Regular,18052.3,5,5.0
C0234,Customer 0234,Delhi,2025-04-01,Regular,33865.7,7,3.0
C0235,Customer 0235,Pune,2024-01-01,Regular,56940.25,7,1.0
C0236,Customer 0236,Pune,2024-02-20,Premium,38255.45,8,1.0
C0237,Customer 0237,Chennai,2025-11-15,Regular,60551.85,12,2.0
C0238,Customer 0238,Jaipur,2025-12-17,Regular,50554.0,9,2.0
C0239,Customer 0239,Jaipur,2026-02-10,New,21405.7,7,3.0
C0240,Customer 0240,Bengaluru,2025-03-21,New,35078.85,8,1.0
C0241,Customer 0241,Bengaluru,2025-03-24,Regular,20023.5,5,3.0
C0242,Customer 0242,Bengaluru,2025-05-02,Regular,56581.2,9,2.0
C0243,Customer 0243,Hyderabad,2026-03-10,Regular,38518.15,6,0.0
C0244,Customer 0244,Kolkata,2024-02-03,Regular,30911.449999999997,6,0.0
C0245,Customer 0245,Noida,2024-12-13,New,7095.05,2,1.0
C0246,Customer 0246,Kolkata,2024-04-04,Regular,67994.55,12,4.0
C0247,Customer 0247,Delhi,2024-03-12,Regular,21975.0,6,4.0
C0248,Customer 0248,Kolkata,2025-07-04,Regular,12519.15,6,0.0
C0249,Customer 0249,Hyderabad,2024-06-02,Regular,49809.75,8,0.0
C0250,Customer 0250,Delhi,2024-09-06,Premium,10163.4,4,1.0
C0251,Customer 0251,Kolkata,2025-11-04,New,59230.45,8,4.0
C0252,Customer 0252,Hyderabad,2025-03-13,Regular,14290.3,4,0.0
C0253,Customer 0253,Noida,2024-04-27,Regular,29165.75,9,0.0
C0254,Customer 0254,Kolkata,2026-02-09,Regular,18107.1,7,3.0
C0255,Customer 0255,Hyderabad,2024-11-01,New,38510.299999999996,12,1.0
C0256,Customer 0256,Bengaluru,2024-09-24,New,27367.1,6,2.0
C0257,Customer 0257,Jaipur,2024-02-23,Regular,23888.2,5,1.0
C0258,Customer 0258,Bengaluru,2024-08-23,Regular,37222.45,10,2.0
C0259,Customer 0259,Jaipur,2025-01-23,Premium,37855.45,9,3.0
C0260,Customer 0260,Mumbai,2026-01-03,Regular,44386.399999999994,6,1.0
C0261,Customer 0261,Mumbai,2026-02-01,New,52606.950000000004,6,3.0
C0262,Customer 0262,Mumbai,2026-04-04,Regular,35194.7,10,1.0
C0263,Customer 0263,Noida,2025-02-04,Regular,16359.150000000001,5,1.0
C0264,Customer 0264,Bengaluru,2025-09-15,Regular,20112.600000000002,4,3.0
C0265,Customer 0265,Jaipur,2026-02-05,Regular,31156.35,6,2.0
C0266,Customer 0266,Hyderabad,2024-10-29,Regular,59761.2,7,1.0
C0267,Customer 0267,Delhi,2024-07-25,Premium,21318.65,7,1.0
C0268,Customer 0268,Hyderabad,2024-08-16,Regular,75794.1,6,1.0
C0269,Customer 0269,Delhi,2025-07-31,Regular,37698.45,4,3.0
C0270,Customer 0270,Pune,2024-03-15,Regular,82598.3,7,1.0
C0271,Customer 0271,Hyderabad,2025-03-10,Regular,101542.35,13,1.0
C0272,Customer 0272,Kolkata,2024-04-12,Regular,16183.650000000001,6,4.0
C0273,Customer 0273,Kolkata,2025-02-25,Regular,75885.05,14,1.0
C0274,Customer 0274,Chennai,2025-12-04,Premium,16040.1,4,1.0
C0275,Customer 0275,Bengaluru,2026-02-02,Regular,69162.34999999999,8,3.0
C0276,Customer 0276,Delhi,2026-01-07,Regular,23697.9,9,0.0
C0277,Customer 0277,Delhi,2026-03-16,Regular,56176.2,6,1.0
C0278,Customer 0278,Bengaluru,2024-11-01,Premium,86255.6,11,1.0
C0279,Customer 0279,Noida,2024-04-07,New,61056.5,11,2.0
C0280,Customer 0280,Chennai,2026-04-29,Premium,53272.7,8,1.0
C0281,Customer 0281,Noida,2026-03-08,Regular,44583.3,8,1.0
C0282,Customer 0282,Noida,2024-11-30,Regular,48775.45,9,3.0
C0283,Customer 0283,Noida,2025-03-10,Regular,41401.75,8,0.0
C0284,Customer 0284,Bengaluru,2025-03-22,Regular,21410.95,6,0.0
C0285,Customer 0285,Noida,2024-11-03,Regular,21539.75,7,1.0
C0286,Customer 0286,Kolkata,2024-09-05,Regular,98329.65,14,2.0
C0287,Customer 0287,Mumbai,2024-06-14,Regular,27142.0,7,3.0
C0288,Customer 0288,Pune,2025-04-25,Regular,31697.85,7,6.0
C0289,Customer 0289,Delhi,2024-11-30,Premium,76029.1,12,2.0
C0290,Customer 0290,Delhi,2025-06-25,Regular,40518.1,7,0.0
C0291,Customer 0291,Pune,2026-01-28,Regular,17573.1,9,1.0
C0292,Customer 0292,Bengaluru,2024-04-15,Premium,69830.3,10,1.0
C0293,Customer 0293,Hyderabad,2025-07-16,Regular,61737.05,10,1.0
C0294,Customer 0294,Bengaluru,2024-03-21,Premium,23996.850000000002,7,2.0
C0295,Customer 0295,Delhi,2024-05-12,Regular,18362.649999999998,5,1.0
C0296,Customer 0296,Delhi,2026-03-07,Regular,30578.65,7,1.0
C0297,Customer 0297,Pune,2024-05-17,Premium,25710.2,10,1.0
C0298,Customer 0298,Noida,2024-07-02,Premium,37250.35,8,1.0
C0299,Customer 0299,Bengaluru,2025-02-04,Premium,56707.350000000006,9,0.0
C0300,Customer 0300,Jaipur,2024-11-25,Regular,54569.1,8,7.0
C0301,Customer 0301,Pune,2026-02-23,Regular,14070.25,5,1.0
C0302,Customer 0302,Kolkata,2025-05-22,Regular,32405.8,11,2.0
C0303,Customer 0303,Delhi,2024-03-09,Regular,6754.5,3,2.0
C0304,Customer 0304,Pune,2025-06-29,New,44807.1,8,2.0
C0305,Customer 0305,Bengaluru,2026-02-12,Regular,30514.5,6,2.0
C0306,Customer 0306,Delhi,2024-02-22,New,25476.2,6,0.0
C0307,Customer 0307,Hyderabad,2025-03-25,Regular,47242.25,8,2.0
C0308,Customer 0308,Pune,2024-07-23,Regular,68156.15,9,2.0
C0309,Customer 0309,Chennai,2024-05-05,Regular,25249.7,8,2.0
C0310,Customer 0310,Delhi,2026-01-16,New,40901.45,11,2.0
C0311,Customer 0311,Bengaluru,2024-02-12,Premium,69563.05,10,2.0
C0312,Customer 0312,Mumbai,2026-01-21,Premium,26287.6,6,0.0
C0313,Customer 0313,Jaipur,2024-04-20,Premium,62308.05,12,0.0
C0314,Customer 0314,Ahmedabad,2026-01-30,Premium,57139.549999999996,10,2.0
C0315,Customer 0315,Noida,2025-10-24,New,60563.9,7,2.0
C0316,Customer 0316,Ahmedabad,2024-07-01,Regular,6791.5,3,2.0
C0317,Customer 0317,Bengaluru,2026-04-27,Regular,15542.3,3,1.0
C0318,Customer 0318,Kolkata,2024-04-04,Regular,25009.8,8,1.0
C0319,Customer 0319,Kolkata,2025-01-08,New,14934.05,5,2.0
C0320,Customer 0320,Mumbai,2025-06-03,New,55025.5,8,0.0
C0321,Customer 0321,Noida,2024-12-25,Regular,32807.75,9,2.0
C0322,Customer 0322,Chennai,2025-11-26,Premium,53387.350000000006,8,0.0
C0323,Customer 0323,Mumbai,2024-10-07,New,72481.9,15,2.0
C0324,Customer 0324,Ahmedabad,2024-07-13,Regular,66373.0,9,2.0
C0325,Customer 0325,Mumbai,2024-07-13,Regular,50901.35,11,3.0
C0326,Customer 0326,Ahmedabad,2025-10-28,New,68396.7,11,1.0
C0327,Customer 0327,Delhi,2024-04-02,Regular,35829.6,12,0.0
C0328,Customer 0328,Kolkata,2025-11-02,Premium,31904.15,8,2.0
C0329,Customer 0329,Delhi,2024-03-01,Regular,33469.6,6,0.0
C0330,Customer 0330,Jaipur,2025-09-25,New,94798.6,10,1.0
C0331,Customer 0331,Noida,2024-02-20,New,90272.85,8,3.0
C0332,Customer 0332,Chennai,2025-02-06,New,52197.15,7,0.0
C0333,Customer 0333,Ahmedabad,2026-02-27,Regular,68185.6,11,3.0
C0334,Customer 0334,Chennai,2024-01-05,New,36696.05,10,2.0
C0335,Customer 0335,Ahmedabad,2025-04-10,New,28579.7,7,1.0
C0336,Customer 0336,Bengaluru,2025-08-26,Regular,58265.9,12,3.0
C0337,Customer 0337,Mumbai,2025-11-12,New,58918.85,13,3.0
C0338,Customer 0338,Jaipur,2026-04-08,Regular,20712.600000000002,6,1.0
C0339,Customer 0339,Kolkata,2025-06-17,Regular,6564.749999999999,3,0.0
C0340,Customer 0340,Ahmedabad,2025-02-08,Regular,26172.25,7,3.0
C0341,Customer 0341,Chennai,2026-04-17,Regular,30801.850000000002,10,1.0
C0342,Customer 0342,Jaipur,2025-05-27,Regular,34935.6,7,1.0
C0343,Customer 0343,Hyderabad,2025-10-06,Premium,31569.5,8,5.0
C0344,Customer 0344,Hyderabad,2024-08-20,Regular,38904.65,9,2.0
C0345,Customer 0345,Delhi,2025-06-07,Premium,14774.15,4,1.0
C0346,Customer 0346,Kolkata,2024-12-11,Regular,43228.5,5,2.0
C0347,Customer 0347,Bengaluru,2024-02-15,Regular,31024.35,6,1.0
C0348,Customer 0348,Chennai,2025-06-29,Regular,30544.15,4,2.0
C0349,Customer 0349,Mumbai,2024-03-18,Premium,51130.299999999996,7,3.0
C0350,Customer 0350,Mumbai,2025-12-30,Regular,17241.45,5,0.0
C0351,Customer 0351,Chennai,2026-03-23,Premium,59290.299999999996,7,6.0
C0352,Customer 0352,Noida,2024-03-13,New,15469.5,6,5.0
C0353,Customer 0353,Bengaluru,2026-03-04,Regular,44216.4,11,1.0
C0354,Customer 0354,Jaipur,2024-09-05,Regular,39710.65,8,1.0
C0355,Customer 0355,Ahmedabad,2024-02-16,Regular,29643.15,6,4.0
C0356,Customer 0356,Noida,2024-04-30,New,60570.450000000004,9,2.0
C0357,Customer 0357,Ahmedabad,2024-08-01,Regular,144476.85,11,3.0
